リピートしてます♪,とても美味しいです！毎日食べていますので、6000円以上の購入で送料無料になる、ということで、毎回4袋ずつ買っています。リピート5回以上していますが、たま～に、ちょっと割れているアーモンドがあるかな？くらいで、何の問題もありません。毎日、10粒くらいにしとこうと思っていますが、美味しいので、40～50粒くらい食べてしまいます(^-^;,247,1
生って？？,素焼きは食べた事はあったのですが、生はどうなんだろ？と思いつつ…。結果、リピートすると思います。歯ごたえとしては、素焼きがカリッに対して、ぐにゃという感触はあるものの、前歯で噛んでくとカリッカリッて音がします。クルミと似てるとのレビューがありましたが、そこまでもカリカリッとはしてないような…。しかし、カリカリッを望むならオーブンやトースターで焼けば素焼きと同じになります。生を買えば2種類味わえる、なおかつ、自分の気分次第でお好みのものを。そういう意味で、お買い得。1㎏は確かに多いですが、食感を変えられるので、楽しんで食べられます。味も、しっかりアーモンドの味です。美味しい。,370,1
大満足です。,これまで2回頼みました。他のショップと食べ比べてませんが、味は大満足です。半分ローストして食べてますが、妻と娘は生派、私はロースト派です。1Kgじゃすぐなくなるので、今度は2Kgたのみました。値段は送料加えると他のショップと変わりませんが、味はお勧めできます。,795,1
ローストとは違う香ばしさ,生アーモンドを食べてみたくて注文しました。確かに湿っているような食感ですが、ローストには無いアーモンド本来の香りがして美味しかったです！現在糖質制限食に取り組んでいるのですが、アーモンドは比較的糖質が少ないので、お米の代わりのカロリー源として適しているように思います。また、食物繊維が豊富なのでおなかの調子も良くなったような気がしています。,1675,5
おいしいです。,送料の事を思うとまとめて買った方がよいかも。が保存場所が困るということで、悩むところ。生ですが、香ばしいです。おいしくいただいたいます。続けるつもりです。良い商品を有難うございます。,801,1
美味しく食べてます,生だと、少し堅くて食べずらいのですが、フライパンで油を引かずにのんびりと乾煎りすると、カリッとした食感で、美味しく食べられます。自分で好みの食感まで煎ることができるので、よい品物だったと思いました。,1658,7
アーモンド健康法は要注意,ある年齢を過ぎた人は腎結石を発生します。私も悪化しました。リピートはもうありません。それ以外の人には良い商品です。,1355,4
安いし,量が多いのでいいかな。がん予防にと整体師に勧められ１日二粒が習慣です。パートナーと二人で食べてます。ローストしてないアーモンドってことが条件みたい、健康法としては。,879,1
血液検査値が、劇的に改善・・・・,今年の3月から、食しております・・・・もともと、持病のC型肝炎の検査値に一喜一憂していました・・・・半年後、8月に定期検査・・・・なんとすべての肝機能数値が正常値に・・・・医師が驚いていました・・・・・すこし、メタボですが、中性脂肪値も正常値に・・・・驚きました・・・・C型肝炎は、肝ガンに移行しやすい、やっかいな病気です・・・ウルソ酸も飲んでもダメだったし、インターフェロン治療も出来ない体質だったので、嬉しい限りです・・・・今後も、1ヶ月、1kgをビールのおつまみとして食べていこうと思います・・・,1558,3
価格の安さと品質,半年ぐらい前にテレビでアーモンドの効果について放映されてからほとんど毎日食べるようにしています、　はじめはスーパーなどで購入していましたがローストしてあり塩分も気になっていたところパソコンでアマゾンをしり　価格も安く欲しかった生の無塩・無油をみつけ取り寄せました、　あまりに格安だったので商品が届くまでは心配でしたが多少の傷や不揃い品がありますが自分で食べるものだし　大変気に入り友達にも勧めています、,1306,0
使い勝手がよいです,乾燥よりも生の方が栄養価が高いと聞き購入しました。そのまま子どもと一緒におやつに食べています。湿気っぽいという方もいるようですがうちは問題なく食べています。,892,1
肺癌と脳に転移した癌が治りました！！！（；；）,岡崎公彦先生の本を読み　親戚の叔父にプレゼントしました。　中期の肺癌+脳へ転移した状態でした。1日10粒〜30粒を半年くらい食べ続けたそうです、あと　真珠の粉も毎日飲んだそうです。どっちが効いたか？　もしくは、両方効いたかわかりませんが　とにかく完治しました。　凄い！！！,1586,8
コスパがいいね,連続2回の購入です。レンジでチンして食べています、たくさん食べたい人にはコスパ的にいいと思います。お勧めします。,204,1
当たりでした(^-^)v,生のアーモンドを食べると、ガン予防になると、本で知り、さがしていました。色々とお店で探しましたが、どれも煎ってあったりして、なかなか生の物が見つからないとき、Amazonさんで購入出来ると知り、皆さんのレビューを読み、一番人気のに決めました。レビューにあったとうり、食べやすく、美味しかったです。まずはお試しで、1袋だけ購入しましたが、リピートする時は、健康でいて欲しい大切な人達の分も一緒に購入して、ブレゼントしたいです。私のお気に入りの食べ方は、生アーモンドと、チョコレートを一緒に食べます。チョコレートも体に良いと聞いたので。とっても美味しいですよ♪,980,1
素朴なおいしさ,1�sって大量のイメージでしたが届いてみて すぐ食べきれる! と思いました素朴な味わいがすきです何かしながらつまむおやつとして最適です配送料がなければもっといいです..,1606,5
これからもよろしくお願いします。,妻が毎日食べているので購入しています。私も食べますが、安いけどすごく美味しいアーモンドです。,782,1
さくりんりんママ,美味しいですしお値段もよいかと。ただ送料等プラスになることをかんがえると手軽にリピは出来ないかなあ・・・,288,1
Taka,生のものは初めてでしたが、素焼きより甘さを感じます。生でもオーブンで焼いても、気分によって楽しめます。,520,1
生アーモンドで健康,NHKでアーモンドの効用を放送してたが生が一番と言って居たがこのアーモンドは生でもそのまま食べても美味しく食べられ値段も一番安いお得な商品だと思います。,1638,5
アーモンドミルク作りに,はやりのアーモンドミルクを手作りしています。市販のものと比べて味の濃さや香りが薄いのは、アーモンドエキスなどを添加しているせいだと思うので、安全な手作りのほうがいいと思っています。手作りは、甘味も自分好みに調節できるのもいいですね。,588,2
日常使いに,アーモンドミルクを作るのに使用しています。割れなどが少なく使いやすいです。,461,1
アーモンドミルクをつくるのによい,生アーモンドを使用するのは初めてだが、よいものだと思った。今後もリピートするつもり。,814,1
うまい！,さっぱりした味。食べ過ぎにならないちようどいい、本来の生アーモンドとは、こんな味！！,831,1
非常に、美味しいです。,粒が不ぞろいですが、味は、美味しく、色々な大きさを選ぶんで、食べるのが楽しいです。,1024,1
満足しています。,ケーキ作りの材料にオーブンでローストしてふんだんに利用しています、美味しいですよ。,525,1
そのままで充分美味しい！,１０／２９に注文して１０／３１に届きました。早い！生アーモンドは初めてなので、試しに２袋購入。賞味期限は来年の８月末でした。さっそく食べてみたら、そのままでも想像以上に美味しくて驚きました。ローストのカリカリ感ほどではありませんが、歯ごたえあるし味もしっかりしてます。健康のために１日２５ｇ食べるつもりなので、一人で食べても１袋４０日で無くなりますね。数年前に癌になった父に、再発防止にプレゼントします。いろいろ調べたら、①１２時間ほど水に浸す　②そのまま生で③ローストの順で、栄養価が良いそうです。水に浸して食べてみます！　次は送料無料になる量をまとめ買いします！！カビが心配なので、念のためジップロックに入れて冷蔵庫に保管しました。,789,2
お安く購入,お安く購入出来ました。毎日　食べているので少しでも安いほうがお財布にもやさしい。,613,1
オススメです。,前回購入時に、家族からの評判も良く、リピートしました。飽きずに毎日食べられます。,844,1
カリフォルニア産アーモンド生無塩・無油について,　安心して、毎食時に5粒ずつ食べている。おかげで中性脂肪の数値が改善された。,803,1
毎日食べているので助かります。,とても経済的です。それと、無塩・無油というのが気に入りました。又注文します。,1231,1
生で一番うまい,今まで購入した生で一番うまいです。風味・香ばしさ大変よいです。割れた粒もなくきれいです。配送も断然早いです。びっくりしました。ただ一つパッケージがジッパーになってれば☆一つ追加ですが・・・,1633,2
おやつ,腹持ち良く、食べごたえも良いです。酒のつまみにも、お勧めです。,479,1
生アーモンド独特のうまみ,生アーモンドは店頭ではなかなか買えないので重宝しています。無縁無油で、自身で調整ができるところもまた魅力です。独特のうまみと歯ごたえは病みつきになります。,696,2
きれいなアーモンド,無塩、ノンフライのアーモンドで形も綺麗。無塩でも大変おいしいですよ。,694,1
おいしいです。,生で食べるのが好きなのですが、この値段なのに、この味。満足です。,679,1
問題、一切ナシ,　鮮度ヨシ、色ヨシ、香ヨシ、味美、申し分なし。プライス、グー。,688,1
生のアーモンドを初めて購入しました。,生のアーモンド　初めて購入しましたが、美味しく食べられました。,1019,1
美容、ダイエットに,テレビや新聞で最近見かけるようになったアーモンドの美容効果につられて購入。火が通ってない分、酵素や栄養素が生きているとのことで生を選びました。大手のものと大差ないお味で価格は３〜４割お安いのでお得です。よく美味しくないとか香ばしくないとかレビューで見かけますが、生アーモンドは焙煎していないので、香ばしかったり味が凝縮していないのでそう感じるのかもしれません。小腹が減ったときに１０粒ほど食べると結構お腹いっぱいになります！これでお菓子を減らせてると思ったら健康的だし、ローカロリーだし一石二鳥です。形がいびつなのもたまに入っていますがそれはご愛嬌で。カビ臭いや虫が入ってるなどは一切なかったです。リピートしたいと思います。,1100,2
素焼き品よりお得です,素焼きより金額的にお得です。但し、生なのでカリットと食べるためには焼くひと手間が必要です。生ニーズの方にはお勧めかもですが。,1251,2
カリフォルニア産 アーモンド 生 無塩・無油 1kg,カリフォルニア産 アーモンド 生 無塩・無油 1kg健康第一。この商品は健康にいいです。,881,2
むめも,３袋リピしました。１５０度１５分（ガスオーブン内で冷めるまで放置）がカリッと丁度良い塩梅です。,706,2
生もおすすめです,毎日アーモンドを２５個くらい３回に分けて食べています。初めて生に挑戦！しましたが私はもともとアーモンド大好きなのでどちらも好きですローストは香ばしく、皮の苦みが楽しめポリフェノールを感じることができます。生はしっとり、しけってる。。とはまた違う、しなやかさで甘みが感じられました。とってもおいしかったし、きれいな粒でした。また購入したいですが、送料がかかるのが残念です！！,1602,5
Awesome,These are awesome! At first they may seem dry but that because they are dehydrated. Give them a day after opening and they are prefect. About to order my second bag.,293,0
幸せアーモンド,リピしました。届いてすぐに食べした。噛みしめるほどに、生アーモンドの旨みがじわっと広がって止まらなくなりそうです。食べ続けたい衝動をぐっとこらえて、食べたい分だけフライパンに投入。中火で僅か数分でロースト完了。完全に冷めたら、躊躇わず口に運ぶ。くちの中で旨さがーっっっっp,795,0
リリー(*^^*),早い対応で、しかもとても良い商品で満足してます。他のレビューに冷凍すると良いとあったので、私も沢山注文したのでジップロックで小分けにして冷凍して毎食後に食べています(^-^)ほんのり甘くて美味しいです！ありがとうございます(*^^*),173,0
コストパフォーマンス最高の商品,生、無塩、無油のアーモンドで１㎏の商品で、この良心的な価格は魅力でしたから購入しました。生アーモンドですが思ったより乾燥して、カリッとした歯ごたえで、自然のナッツの甘みであり生臭い味は全くありません。安心して、生食もできる商品です。,1194,0
硬いと思っていたのに。,初めは硬いかな～なんて思いながら食べました。とんでもないです。生ですから、想像よりも硬くないです。しかもお水と一緒に食べると風味が豊かでより一層瑞々しく感じられます。たくさんあるので、お腹がすいたときにつまんでいます。,1291,0
生アーモンドは良く噛んで食べれば最高・・・,そのままの生アーモンドです。良く噛んで食べれば最高に体に良い食べ物です。（良く良く噛まないと消化に悪いですから）個人差はありますが、一日に１５〜２０コぐらいが大人の適量と言われています。価格も良心的で助かります。後、味はそのままでも充分においしいです。,1196,0
天然は美味い！,他にもたくさんアーモンドはありますが今回、無塩、無油と健康に良い無添加のアーモンドが良かったです。ビールのおつまみや運動した後の抗酸化作用も期待出来て塩分、油を気にせずに食べられるので安心です。次回も是非購入したいと思います。,1275,0
毎食後食べています。,以前は炒ったのを購入していましたが､去年から生を買って家のオーブンで必要分炒って食べることにしました。最初は､炒る時間が分からず､半生や炒りすぎが出来て高物についたのですが､今では､上手く炒る事が出来るようになりました。５ｋｇを購入して必要分だけ炒って毎日、食後に皆で少しずつ食べております。５ｋｇ購入すると、かなり永くもちますね。半年くらいは十分あります。,1047,1
よかったです,アーモンドが美容にいいと聞き、ネットでいろいろ探しましたが、値段が手頃で品質も良さそうなものに出会えました。届いてもイメージとほぼ変わらずよかったです。続けて摂りたいので、なくなる頃にまた注文したいと思っています。,1127,0
ニキビが出来そう,美味しくいただいております。周りの人にもお茶の時間が好きみたい。ついでに私もポリポリと。楽しんでますよ。只ちょっと気になるのは年を取ると午後になって食べると消化不良か？夜になってお腹が張るね。だから午前中にかじるんだ。,1297,0
おいしさたっぷりアーモンド,生アーモンドが来てしまったのでどんな食べ方をしようか悩みましたが、オーブントースターで6分焼いてもよし、生で食べてもよし、と良いペースで減っています。生で食べること、どんなもんだろうと懸念しましたが、焼いては味わえない甘味を感じます。ちょっとしけった感じがしますが、気にならない人はぜひ生でも味わってみてください。もちろんローストすれば万人好みの味になります。,1629,1
美味しかったです,毎日のおやつにクルミやレーズン、アーモンドを切らさないようにしています。ちょこちょこ買っていると高いのでこちらで購入。写真のままの、ちゃんとしたアーモンドでした。一晩水につけて生のまま食べています。そのままでも甘くて美味しかったです☆本当は炒った方が美味しいけど生の方がいろんな栄養素が壊れないとか。。,659,1
おきにいり,いろいろなアーモンドを食べ比べてきましたがこれは当たりでした！おいしすぎて何度もリピしています。やすくて美味しくないのをたのむよりちょっと高いけどおいしいアーモンド食べた方がい胃に優しい気がします。,195,0
気に入りました,今回初めてオーダーしました。以前はほかの商店から、購入してましたが、価格が段々値上がりし思い切って、新しい所をサーチしました。届いた品を食べた所、とても美味しかったです。ナッツのクオリティが以前のより高いようです。友人にも自信を持って勧められます。これからもリピートしますので、価格の安定よろしくお願いします。,1046,1
美容と健康に、ハマってます,アーモンドは、悪玉コレステロール値を下げ　善玉コレステロール値を上げる　素晴らしい健康食品です。友達や職場でアーモンドの輪が広がっています。毎日食べるには低価格が一番　塩分の無い生アーモンドですが、オーブンで４〜５分ローストして食べています。香ばしくなり一段と美味です。,1572,1
おいしいです。,ローストとは違ったおいしさですね。かみしめるほど甘さが増します。おいしいし、お菓子を食べるよりも、健康にも美容にもいいので、一石二鳥です。それと、お通じの調子が良くなりました。もう手放せません。,668,0
シリアルとともに,ヨーグルトとシリアルと一緒によくいただいています。食感は炒ったアーモンドよりしけったような感じがありますが、かみしめると甘みがあって美味しいです。食後なのに、お腹がちょっと空いてしまった、というようなときもお菓子よりアーモンドの方が噛みごたえもあるし、美味しいです。,678,1
生でもおいしいです。,生アーモンドですが、少し固いものの、そのまま食べても結構いけます。特に後味にコクが残り、おいしいです。（　まだローストして食べていません(^_^;)　)なくなる前に、また次の注文をしたいと思っています。,1119,0
健康美容天寿,　今年９１歳半ボケ婆たんと11年目、また別家に今年７６歳精神の母も抱えたワニさんも今年４４路ワニ、人生あっという間ワニね婆は無論母もすでに膝が弱り歩きにくくなっており色々栄養考え婆には粉にして精神の母には発症防止に与えてるワニいつまでも安く提供してほしいものワニね,688,1
健康に良いと信じて,健康に良いと信じて、食べています。アーモンドの効能に関しては様々なことが言われていますが、過信しない方がいいと思います。ただ健康に良いと思って食べていれば、少なくとも精神衛生上は、良いような気がします。栄養的には生が良いとのことだったので、生のアーモンドで、お手頃価格、品質の良いものを探した結果、この商品に辿り着きました。他社の生は、加熱してから食べるよう注意書きがある場合がありますが、本商品にはありません。また賞味期限が1年と長いのも安心材料です。生だと、ローストのような香ばしさはありませんが、味・食感とも自然のナッツらしさが感じられ、満足しています。極稀に欠けた粒もありますが、勿論食べるのには支障ありません。健康には良いと思われるアーモンドですが、カロリーには注意が必要です。試しに1粒当たりの重さを量ったところ、平均約1.08g。カロリーは6.06kcal/gなので、一日20粒食べたとして約131kcal、25粒なら約164kcalです。私は、朝食後と夕食後に10粒ずつ食べています。アーモンドが原因かどうか分かりませんが、体重が若干増えました。開封後は、チャック付ポリ袋に小分けし、全て冷蔵庫で保管しています。【追記】本商品にも、「ローストにすることをお勧めします」との注意書きが追加されていますね。そこで、簡単にローストしてみることにしました。フライパンやオーブンレンジを使うのは面倒だったので、オーブントースターを用いて約3分加熱しています。アルミホイルで作った簡易皿に今食べる分だけのアーモンドを入れ、これをオーブントースター付属の金属トレーに載せ、加熱開始。加熱が終わったら、アルミホイルだけ取り出し、アーモンドを食器に移すだけなので、超簡単。本格的なローストとまでは行きませんが、香ばしい香り、味、食感を楽しむことができます。,1495,0
おいしいです,ローストされていない生のアーモンドですが、とてもおいしいです。最初の一キロは二週間ぐらいで食べてしまいました。無塩というところがいいと思います。一日二十粒ぐらいを食べています。お肌のつやもよくなるということをNHKの「あさいち」で言っていたので購入した次第です。継続して購入したいと思います。,1638,1
初めての生アーモンド。,生のアーモンドが体に良いと聞いたので購入しました。始めて生アーモンドを食べましたが、食感がクニャッとするけど甘味があって美味しかったです。しばらく主人と２人で毎日数個づつ食べていましたが、夏の暑さで食欲がなかったり食べ忘れたりと、気づくと開封してから数ヶ月たってました…(-_-;)密封容器に乾燥剤を入れて保存してましたが、味や匂いが気になりだしたので、後半はローストして食べることにしました。(カビも気になったので…)鮮度が落ちたアーモンドでしたが、カリッとした食感になり、また食べやすくなりました。ローストしたものの他に、ローストした後にシナモンシュガーで味付けしたものも作りましたが、主人に大好評でした。(砂糖は控えめで)１Kg包装はお得ですが、２人で食べるにはちょっと多過ぎました。美味しくて気に入りましたが、新鮮な生アーモンドを食べるためには、200gや500gくらいの小分けの方が良いかもしれません。,1143,0
美味しい！安い！,1キロで1080円は安い！生は初めて食べるので不安でしたが、ローストするより栄養価が高いそうなのでそのまま食べてみました。美味しいです！ローストより気持ち触感がやわらかめです。ついつい食べ過ぎてしまうほど美味しい。美容、健康のためにこちらでリピ予定。,1390,1
割れも少なくて美味しくいただきました。,満足。焼きアーモンドとはまた違った感覚。最近アーモンドミルクなんてみかけるけど、あのパッケージにあるミルキーさがあるような感じで個人的にはこちらも好きです。,527,0
生アーモンドの独自の味わい,生と言うことで不安でしたが、少しオーブンなどであぶると香りが強く美味しかったです。だんだんと面倒くさくなり、生で食べても、独自の風合いで、生のままでも美味しかったですよ。,318,0
安い！,3年前より毎日ロースト無塩アーモンドを食べていました。生のアーモンドは初めて食べました。ほのかに甘味を感じます。とにかく最近値上がり気味のアーモンドです。この価格はありがたいです。,299,0
美味しい！,小腹が空くので職場に持って行きます！大人気でスタッフがバリバリ食べてすぐ無くなるくらいです_(┐「ε:)_ちょっと高いので⭐︎消させていただきます,49,0
私の失敗(T . T),お店の対応はグッドだったのですが、素焼きと信じて購入したら生アーモンドだったのでちょっとショックでした（ ｉ _ ｉ ）素焼きアーモンド、amazonで検索したのに…,417,0
風味が強い。,湿気った感じ、とレビューにもかかれていましたが加熱されてなければ当然ですね。ゆで落花生とか生のナッツ系のにおいや食感がお好きな方にはオススメです。にんにくやとうがらしと一緒に塩ふってから入りしてもおいしいですよ。,956,1
長く続けるのに良いと思います,初めて無塩・無油を購入しましたので味に不安がありましたが　ほど良いアーモンドの風味があり大変美味しくいただけました。アーモンドが体に良く　毎日食べると良いと云われているので　無塩・無油がとても良いと思います。,1341,1
とてもいい商品です。,とてもいい商品です。　生なので、硬いイメージを抱いていたのですが、食べやすく歯の弱い年寄りでも大丈夫だと思います。今後も、定期的に取り寄せたいと思います。,1085,0
旨っ！！,生のアーモンドが身体にいいと聞いて購入しました。灰汁が強かったら１ｋｇも食べられないかも・・・と心配しましたが「旨っ！」とても美味しくいただきました！！,1346,0
質・サービスともに◎,アマゾンさんではなく、ポイントを使って楽天の方のショップで購入しました。3kgまとめて購入し、職場の間食や昼食にしています。大体3週間で1kg消費するペースです。こちらのショップの生アーモンドは、いびつな形のものが他店と比べてかなり多いように見えますが、味は大変美味しい方だと思います。何より、食べもんぢからさんは発送がアマゾンさん並に（それ以上？）早く、商品の質が良い上にお値段も安いので、かなり信頼しています。またお願いするつもりですが、送料をもう少しお安くしていただけると大変嬉しいですね。その点だけ☆−1です。大変良いお仕事をされているお店だと思います。,1228,0
コストパフォーマンス◎,いっぱい入っていて安いです！味も悪くはないと思います。アーモンドは健康にもいいので、安く手に入るはありがたいです。,946,0
美味しい！,生アーモンド美味し過ぎる！！ローストよりもおすすめです。美容のために毎日食べているので、2kgづつ買ってもすぐ無くなってリピしています。,1358,1
やみつきです,久しぶりのリピートです。かなりのペースで食べています。食べ進む内に、甘いものを欲しくなくなってきた気がしています。またリピートします。,403,1
腸のお掃除屋さん 、、、？,香ばしく美味。他の方のレビューにもあったと思いますが、前夜に２５粒程食しますと、翌朝快便です。次回もこちらで購入予定です。,939,0
２度目の購入でした。,健康のために続けようと思ってます。今回の商品は、少し湿った感じがありました。次回を期待してます。,1059,0
こんなもの？,レビューを参考に購入しましたが正直美味しくなかったです。個体差があるのかもしれませんが、個人的に次回は別のを買います。,34,0
生でも炒っても美味しい！,ナッツ類は初めての購入だったのですが、ローストしてない方が安かったのでこちらを購入。試しに生を一粒･･･普通に食べれました。炒って食べても美味しい！個人的には炒ったほうが香ばしくて好きですが、面倒なら生のままでも食べてしまいそう。リピートは間違いないですね、価格が上がりませんように！他の商品と合わせて5250円以上の買い物をして、配送料は無料。他のナッツ類やドライフルーツなどと合わせてお得でいい買い物ができました。,1203,0
カルフォルニア産アーモンド無塩　無油１キロ,フライパンで炒って食べました香ばしく　美味しかったです無塩なのでいくらでも食べれます,999,0
有難う,早い対応有難う御座います。今後も宜しくお願いします。商品は、湿気もなく品物はたしかだと思います。,1289,0
たっぷりサイズで便利です。,生アーモンドを毎日食べるといい、と聞き購入してみました。お店で売っているものはローストしてあるものが多いので、生で味もついてないものを大量にネットで買えて満足です。味は好き好きだと思いますが、個人的には食べやすくて気に入っています。ローストしたアーモンド（塩分のせいかもしれませんが）は、５粒ほど食べるとニキビが出てしまうのですが、これは10粒ほど食べても肌に影響がないので驚きました。,1128,0
そのまま食べるには、、、,アーモンドの食べ方として、「生のままの方が健康に効く」という意見もあるし、「（塩無しの）から煎りが良い」というのもあり、今回は生をトライした。試しに数粒そのまま食べてみると、美味くない。そこで、残りは家の鍋で何も加えずにから煎りした。煎り加減は、市販品よりは軽く煎ったので、生との中間程度。これで、食べても良し、健康にも良しと信じて食べてます。次回も生を購入しようと考えています。生の方が煎った物よりも水分が多い所為か、手間がいらないからか、兎も角、安いのも気に入っている。,1164,0
不揃い,いろいろな会社のを食べています。味は少し湿気ているような感じです。問題ありませんが、形が悪いのが多いです。,1166,0
毎日一粒、食べやすさに満足。,毎日食べています。食べやすいのが何よりです。健康抜群の支援となる食品と思います。,675,0
うまい！！,コスパでうまい！！スーパーフードとして食べてます毎日元気になりました,30,0
リピーターです。,生のままのアーモンドと食べる前にオープンで焼いたアーモンドと両方瓶に詰めて楽しんでいます。美味しいです。,378,0
コスパが良い,100g/200g 程度で購入すると高くつきます。お菓子のカンカンに入れ、毎日電子レンジでチンして食べています。,1565,1
生アーモンド,エドガーケイシーは日にいくつか食うと「がん」に無縁になると言っているスーパービタミン　Ｂ１７　梅、びわの実にも,1119,1
おいしい,他の業者に比べて、味が良い。これからは送料無料になる分をまとめ買いしようとおもいます。,622,0
ボリューム満天,そんなに割れたものが入っていなくて、かなりいい物です。ジップロックになっているとてもいいのですが…,1435,1
よかったです。,お友達がアーモンドに興味あり、お勧めしたところ次回、一緒に購入して下さい。との事。,56,0
素焼きと変わりなく美味しく、生は栄養が高いと思います。,自分は生でも素焼きと同様に食べれますが？素焼きしか食べた事のない女房は少し食べにくいそうです。,1259,0
とても良かったです。,美味しい商品でした。注文から配送までも、とてもスムーズでした。またリピートしたいと思います。,1150,0
茶色の皮がちょっと禿げていたりしてますが、,味のバラツキはほとんどありません。夫婦二人、健康志向で食しており1.2~5kg／月の消費ペース。小腹が減った時など塩分の気になるスナック類やせんべいなどの悪しき生活習慣とおさらばできたのもアーモンドのお陰。ビタミンE を多く摂りたいのであればそのまま生で…。食感も楽しみたければオーブンで2分半から3分。後は粗熱を完全に取り十分乾燥させればほんのり甘い素焼きアーモンドに変身。他も含め上を見ればキリがありませんが、コスパ的にもしばらくはココのリピーターに落ち着きそうです。,1303,0
生は初めて、意外に美味しかった！,ガンの予防に良いとの本を読み、口コミレビューもチェックして、試しに食べて見ようと買いました。ローストしたのは、以前より食べてましたので、味の想像は出来ました。しかし生は初めてだったので、本当に食べられるの？お腹こわさないかな？と心配しましたが、結構美味しくって、ほっとけば、ついついつまんでます。ガン予防、又は既にかかった人にも効能があるとのこと、ビタミンＢ１７を含むビワの種子も既にガンにかかっている人がそれを食べてガン細胞の消失に貢献したと知人から、話を聞きましたがそれと同じような感じの成分でしょうか？詳しいことは分からないのですが、安くて美味しい！それに身体に良い！なら、言うことなしです。但し、一日２，３粒にしとかないと、食べ過ぎサインでお顔にニキビっぽい物が・・・・。注意するのはそれだけです。,1681,1
やめられない、とまらない。,生より、煎ったほうが食べやすい。香ばしくて食べやすいです。無くなったらまた注文したい。,1295,0
おいしい,フライパンで少し炒るとおいしい。２キロまとめ買いをしましたが、送料を考えるとお得です。,1358,0
リピートしました。,前回美味しく頂いたので、リピートしました。またお世話になりたいと思います。,903,0
常備,体にいいと聞いたので出来るだけ常備して食べるようにしています　結構美味しいです。,1313,0
安くて美味しい！,生アーモンドはよく食べますので、また買います。安くて美味しいのでとても満足です。,895,0
生アーモンド最高,毎日お酒のおともに(^-^)ヨーグルトの中にも！美味しく頂いてます。,777,0
満足です,以前から気になっていたのですが、安かったので試しに購入してみました。質も良く満足です。,1153,1
何度も再注文しています。,キロ1000円前後でいつも探していますが、これが美味しいので、再注文してます,1353,0
美味しく頂ました。,値段的に安い物を探しました。安ければ悪かろうでは無く美味しくいただいて居ます、,1111,0
美味しいが袋が大きい,goodproducts　ｋぴ：ｐｈふぇれｆｌｐ；ｋふｆｋｆｍｈｊつい８おお；,1094,0
生アーモンドは初めてでした,前回は素焼きアーモンドを買って美味しかったので普通に食べてましたが生アーモンドの方が体に良いと知り、初めて生アーモンド無塩 無油を注文しました注文してから2日後に着き、早速食べました。カリカリ感は素焼きのほうが良いですが、生アーモンドはしんなりしてるけど、味は違和感なく、噛む時はしんなりで、後味は甘味があって美味しいです注文してから、届くまで味など不安でしたがこれなら変わらず、美味しく食べれるので安心してます生アーモンド注文して良かったです(^_^),1536,1
おいしいです,湿ってますが、甘みがあり、チーズと一緒に食べるとちょうどいい塩加減になります,1292,0
おいしかったです！,よかったので、友達の分もかってあげました。これからもよろしくお願いします。,1295,0
生のアーモンド  おいしい！,甘みがあります。アーモンドミルクにして使うこともありますが、美味しいです。,604,0
お得,まだ食べていませんが、お得ですね。開封後に、再購入するか決めます。,991,1
美味しいです。,生アーモンドは甘くてとても美味しいです。また、リピートしたいと思います。,1157,0
よい商品です。,願わくは、送料が、もう少し安くできないものか、方法を考えていただきたい。,965,0
味が良かったです。,歯ごたえ良くとっても美味しくて、健康のため毎日欠かさずいただきました。,1344,0
活性酸素を抑えたい,生栗を食べた時に近い感じです 気にいってます 3回目の購入考えてます,1232,0
お得！,毎日２５個食べています。食べ終わるとまだ購入したいと考えています。,1362,0
美味しいです,軽くトースターで焼いて香ばしさをだして食べると本当に美味しいです。,655,0
気に入りました,満足です。オーブンで煎り、大変美味しく毎朝１０粒位を食べています。,1327,0
アーモンド,毎日、少しずつ食べています。そのまま食べても美味しかったです。,1136,0
美味しくて,美味しくて満足です、また買おうと思います。。。。。。。。。。,1320,0
気に入りました,とてもおいしいアーモンドでした、、、気に入ったので星５です。,1332,0
生アーモンドは美味しいと思わなかった。,この後、ロースト・アーモンドを購入、全く違った味で美味しかった。アーモンドの強い味を好まない人には、この生アーモンドが良いのかも知れない。私は、アーモンドの強い味が好きなので、次回からは、ロースト・アーモンドにします。,836,7
70代の母に送っています,がんに効くと小耳にはさみ、70代の母に送っています。11月にリンパ腫と診断され、1月から食べ始めました。ちゃんと、抗がん剤の薬を飲みつつ、毎日5～10粒づつ飲んでいます。5月の検診では、お陰さまでリンパ腫が消えておりました。医者もびっくりしています。私自身は、必ずしも生アーモンドががんに効くとは思っていませんが、本人の気持ちの持ちようで、効くと思って食べていれば治る可能性もあるのかな!?,917,0
生アーモンドの味がいまいち,生アーモンド食べたことなかったが、どんな味だろうと興味もって購入した。味うまいだろうと勘違いして大量に買った。しかし、私的に生アーモンドは美味しくない。焼いたやつがオススメ。この商品でオススメするのが値段かね。後は生アーモンドが嫌なら自分で焼けばいい。,1054,1
おいしかった,生ということで食べにくいかと思いましたが、普通に食べられました。ローストしたものはおいしすぎて食べ過ぎてしまうのでほとんど味の付いていない生のほうが栄養の面でも食べ過ぎないという面でもいいと思います。,1119,1
